Fechas,Variable,Tipo_Valores,Valores,Periodicidad,Sector
2006-01-01,Demanda  Externa,Corrientes,115634.0,Anual,Real
2006-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,115634.0,Anual,Real
2006-01-01,OFERTA GLOBAL,Corrientes,247684.0,Anual,Real
2006-01-01,Valor Agregado Bruto,Corrientes,129549.8,Anual,Real
2006-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,18869.7,Anual,Real
2006-01-01,       Explotación de Minas y Canteras,Corrientes,608.3,Anual,Real
2006-01-01,       Industria Manufacturera,Corrientes,30353.4,Anual,Real
2006-01-01,       Construcción,Corrientes,5720.5,Anual,Real
2006-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,19418.9,Anual,Real
2006-01-01,       Otros Servicios,Corrientes,66323.5,Anual,Real
2006-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,11744.5,Anual,Real
2006-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,13128.5,Anual,Real
2006-01-01,Producto Interno Bruto a precios de mercado,Corrientes,142678.3,Anual,Real
2006-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,105005.5,Anual,Real
2006-01-01,DEMANDA GLOBAL ,Corrientes,247684.0,Anual,Real
2006-01-01,Demanda Interna,Corrientes,161029.1,Anual,Real
2006-01-01,    Gastos de Consumo Final,Corrientes,123530.8,Anual,Real
2006-01-01,       Sector Privado,Corrientes,103913.1,Anual,Real
2006-01-01,       Sector Público,Corrientes,19617.7,Anual,Real
2006-01-01,    Inversión Interna Bruta,Corrientes,37498.3,Anual,Real
2006-01-01,      Formación Bruta de Capital Fijo,Corrientes,36180.8,Anual,Real
2006-01-01,       Sector Privado,Corrientes,31043.8,Anual,Real
2006-01-01,       Sector Público,Corrientes,5137.0,Anual,Real
2006-01-01,     Variación de Existencias,Corrientes,1317.5,Anual,Real
2006-01-01,Demanda  Externa,Corrientes,86655.6,Anual,Real
2006-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,86655.6,Anual,Real
2007-01-01,OFERTA GLOBAL,Corrientes,424068.4,Anual,Real
2007-01-01,Valor Agregado Bruto a precios básicos,Corrientes,213881.0,Anual,Real
2007-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,27820.3,Anual,Real
2007-01-01,       Explotación de Minas y Canteras,Corrientes,2770.1,Anual,Real
2007-01-01,       Industria Manufacturera,Corrientes,41928.7,Anual,Real
2007-01-01,       Construcción,Corrientes,13925.5,Anual,Real
2007-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,39943.1,Anual,Real
2007-01-01,       Otros Servicios,Corrientes,98794.7,Anual,Real
2007-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,11301.3,Anual,Real
2007-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,19686.2,Anual,Real
